osm_type,osmid,lon,lat,name,wheelchair,amenity,tourism,dist_m,dist_band
node,9907275660,17.8646791,58.7447991,,no,toilets,,44.629911689705764,≤50m
node,9731151622,17.8653605,58.7443317,Saltboden (Pub),limited,cafe,,13.187990646128771,≤50m
node,12804831701,17.8652953,58.7445008,,limited,,,12.5926937448725,≤50m
node,13041911527,17.8652507,58.7446083,,no,toilets,,17.06932618735755,≤50m
node,2942213743,17.8571909,58.7686081,,no,toilets,,24.21008144804663,≤50m
node,6516940386,17.8637602,58.7648656,Batteri Landsort,no,,museum,4.803599812063031,≤50m
node,13037259125,18.1114068,58.8803181,Toaletter vid Nåttarö Brygga,yes,toilets,,11.830416228251979,≤50m
node,13045581191,18.1764135,58.919687,,no,toilets,,61.2390605488346,≤100m
node,4314791694,18.1684185,58.9252493,Skutvikens toaletter Rånö,no,toilets,,85.10665371486093,≤100m
node,4936508701,18.1693457,58.925419,,no,drinking_water,,8.98431183879862,≤50m
node,5798509123,18.1896626,58.9273732,,no,drinking_water,,7.615025619146431,≤50m
node,3431736753,18.2190947,58.9098077,Ålö Storsand dricksvattenpump,no,drinking_water,,10.896300800314284,≤50m
node,5728810282,18.1953164,58.9204155,,limited,waste_disposal,,10.51661353009632,≤50m
node,5728811148,18.1955009,58.9202952,,yes,toilets,,15.928372522246985,≤50m
node,5728811330,18.1953357,58.9202684,,no,drinking_water,,6.761820082455475,≤50m
node,5005791361,18.3185622,58.9669921,,limited,toilets,,36.96667022901732,≤50m
node,5005793728,18.3194495,58.9680089,,no,toilets,,20.096457872329914,≤50m
node,5005120552,18.3244678,58.9702091,,no,toilets,,64.98566391567995,≤100m
node,11942878776,18.3277645,58.9698077,Gruvbyn utegym,no,,,19.698632357939562,≤50m
node,13050416339,18.3634318,58.9785128,,no,toilets,,3.5936611302987953,≤50m
node,7997530880,18.3865883,59.0722851,,no,toilets,,8.309769379832023,≤50m
node,5013691335,18.4300616,59.0523362,,no,drinking_water,,95.4049861304326,≤100m
node,5491797228,18.4298209,59.0520121,,yes,parking,,61.50750704961564,≤100m
way,383557275,17.8668552,58.742548,Svedtiljas,limited,restaurant,,25.45698549024837,≤50m
way,1059080129,17.8652848,58.7443344,,yes,,,5.419933506260284,≤50m
way,1089639090,18.1126803,58.8810006,,limited,toilets,,176.9600075343976,≤200m
way,322935663,18.1369827,58.8867808,toaletter Östemarsfladen,no,toilets,,22.062229774854334,≤50m
way,1418915972,18.1370408,58.8868794,toaletter Östemarsfladen,no,toilets,,21.995740138265635,≤50m
way,1423399408,18.1751947,58.9198582,,yes,toilets,,17.20524686210059,≤50m
way,1414440873,18.3851821,59.0718206,,no,dressing_room,,6.363081152123014,≤50m
node,9907275660,17.8646791,58.7447991,,no,toilets,,44.629911689705764,≤50m
node,10948911479,17.8650396,58.7446698,,,drinking_water,,9.387758670668987,≤50m
node,2942213121,17.8657214,58.7393535,Landsorts batteri,,,attraction,24.95609596649054,≤50m
node,12864358622,17.8655988,58.7396376,Fyrhistorisk utställning,,,museum,17.444901286286427,≤50m
node,6561225075,17.8662661,58.7465779,,,,information,12.523348462700651,≤50m
node,9731151622,17.8653605,58.7443317,Saltboden (Pub),limited,cafe,,13.187990646128771,≤50m
node,12691618938,17.8656048,58.7440228,,,,information,4.100615056116734,≤50m
node,12944560760,17.8656393,58.7440317,SAT Landsort,,,information,3.858075169436786,≤50m
node,13041911527,17.8652507,58.7446083,,no,toilets,,17.06932618735755,≤50m
node,12944833081,17.8648591,58.7535139,SAT Landsort,,,information,3.0162197071446077,≤50m
node,13110216326,17.8643642,58.7579235,,,,information,1.5826940614945395,≤50m
node,2942213743,17.8571909,58.7686081,,no,toilets,,24.21008144804663,≤50m
node,12210482861,17.8570226,58.7686034,Café Norrhamn,,cafe,,24.534760441793207,≤50m
node,12945087542,17.857523,58.7688607,,,drinking_water,,25.311147845832917,≤50m
node,2942213712,17.8639114,58.7648757,"ERSTA-batteri Landsort, pjäs 3",,,attraction,11.989884984047052,≤50m
node,6516929410,17.8641979,58.7645877,,,,viewpoint,44.76144807832512,≤50m
node,6516940386,17.8637602,58.7648656,Batteri Landsort,no,,museum,4.803599812063031,≤50m
node,12942415533,17.860417,58.7675088,,,drinking_water,,43.8707659182794,≤50m
node,12944798435,17.8600331,58.7669469,SAT Landsort,,,information,13.154199777925045,≤50m
node,13040209300,17.860831,58.767438,,,,information,3.4237467847789036,≤50m
node,13105360460,17.8637612,58.7648879,Batteri Landsort,,,information,2.555304050123631,≤50m
node,9853443927,18.1127192,58.8729932,,,,information,8.26712342150025,≤50m
node,12837571751,18.1112071,58.8699071,SAT Nåttarö,,,information,3.66611026282309,≤50m
node,12837227282,18.1127018,58.8792506,SAT Nåttarö,,,information,8.821374581658988,≤50m
node,13037259125,18.1114068,58.8803181,Toaletter vid Nåttarö Brygga,yes,toilets,,11.830416228251979,≤50m
node,12837532532,18.1107278,58.8810515,SAT Nåttarö,,,information,8.515845503861128,≤50m
node,12862822557,18.1115552,58.881526,Nåttarö snorklingsled,,,attraction,127.40186666566818,≤200m
node,12837567381,18.1248905,58.8683734,SAT Nåttarö,,,information,3.6296600421041956,≤50m
node,13041364818,18.1160734,58.8804301,,,toilets,,122.1187530535656,≤200m
node,13122977506,18.1232387,58.8802557,,,,information,7.15283715828216,≤50m
node,12748135109,18.1313502,58.871684,,,toilets,,28.36183776698423,≤50m
node,12837581021,18.1325777,58.8773989,SAT Nåttarö,,,information,125.09941008777778,≤200m
node,12849416944,18.1324348,58.8775512,,,toilets,,153.03117512708602,≤200m
node,12864253645,18.1325883,58.8774189,Välkommen till Skärgårdsstiftelsen Nåttarö,,,information,125.4684369988428,≤200m
node,4900324558,18.1308054,58.8842121,,,,information,5.3383269337424455,≤50m
node,4879006116,18.1362078,58.8862176,,,drinking_water,,0.20638133433727454,≤50m
node,12838471017,18.1370254,58.8870829,SAT Nåttarö,,,information,7.461925093893117,≤50m
node,12722707517,18.1652587,58.9164502,,,drinking_water,,61.97805574925359,≤100m
node,12759101764,18.1679324,58.9199902,SAT Rånö,,,information,18.640597506665383,≤50m
node,3053395678,18.1763804,58.9197616,Rånö Källan Pub & Café,,restaurant,,44.737917823651216,≤50m
node,4936509396,18.1768916,58.919884,,,,information,32.544270934021185,≤50m
node,4936509760,18.177011,58.9200289,,,drinking_water,,5.18682122020407,≤50m
node,13045581191,18.1764135,58.919687,,no,toilets,,61.2390605488346,≤100m
node,1412248135,18.1927005,58.9193914,Båtshaket,,restaurant,,136.38096485134042,≤200m
node,5728810295,18.1926267,58.9194499,Båtshakets Toaletter,,toilets,,122.15258254484115,≤200m
node,12759177968,18.1921305,58.9200431,SAT Ålö,,,information,10.578632138572159,≤50m
node,5008269763,18.1663841,58.9204747,Ryssugn,,,attraction,128.78476084965908,≤200m
node,4314791694,18.1684185,58.9252493,Skutvikens toaletter Rånö,no,toilets,,85.10665371486093,≤100m
node,4936508701,18.1693457,58.925419,,no,drinking_water,,8.98431183879862,≤50m
node,5008269773,18.1674013,58.9207562,Ryssugn,,,attraction,110.69169618513226,≤200m
node,5008269786,18.1667775,58.9211651,Ryssugn,,,attraction,168.67904065218113,≤200m
node,5008269746,18.1671605,58.926971,Ryssugn,,,attraction,99.01277518623718,≤100m
node,5008269766,18.1670135,58.9268273,Ryssugn,,,attraction,105.77179217722512,≤200m
node,5798512068,18.1850236,58.9256405,,,shelter,,60.36577824109604,≤100m
node,5798509123,18.1896626,58.9273732,,no,drinking_water,,7.615025619146431,≤50m
node,5798509129,18.1907629,58.9273526,Rånö camping,,,camp_site,118.3383131361127,≤200m
node,5798509131,18.1906172,58.9280737,,,toilets,,54.572778380712776,≤100m
node,5798512060,18.189727,58.927418,,,,information,7.8330424787828195,≤50m
node,12723432176,18.1899815,58.9270465,,,toilets,,82.13892344709076,≤100m
node,1392309442,18.1818048,58.9349753,,,drinking_water,,2.1498328529734456,≤50m
node,11092271868,18.1826489,58.9372489,,,toilets,,76.75764962230973,≤100m
node,5728811394,18.1931633,58.9193676,,,,information,155.49013867081877,≤200m
node,1412263117,18.2180385,58.9101949,,,toilets,,67.78501218570706,≤100m
node,12759188938,18.2183123,58.909936,SAT Ålö,,,information,4.19246444167564,≤50m
node,3431736753,18.2190947,58.9098077,Ålö Storsand dricksvattenpump,no,drinking_water,,10.896300800314284,≤50m
node,5728811148,18.1955009,58.9202952,,yes,toilets,,15.928372522246985,≤50m
node,5728811330,18.1953357,58.9202684,,no,drinking_water,,6.761820082455475,≤50m
node,12838455374,18.1953956,58.9202783,SAT Ålö,,,information,8.236914683918863,≤50m
node,2451364940,18.2233188,58.9226709,,,,picnic_site,42.259889998549816,≤50m
node,12759181942,18.2232469,58.9343776,SAT Utö Ålö,,,information,26.437518663349177,≤50m
node,12759186158,18.2230824,58.9342781,SAT Ålö,,,information,6.058800793561903,≤50m
node,12829605557,18.2837884,58.9547404,SAT Utö,,,information,136.1053069052543,≤200m
node,12740326708,18.2863093,58.9517328,,,shelter,,22.24100241749596,≤50m
node,12740326709,18.2863963,58.9517681,,,shelter,,34.14731020569645,≤50m
node,12759131167,18.2863538,58.9515506,SAT Utö,,,information,12.761805145294787,≤50m
node,13052360067,18.2950312,58.9494991,Vattenpump,,drinking_water,,4.055321768680912,≤50m
node,12759136097,18.2944785,58.9574565,SAT Utö,,,information,4.338063305081416,≤50m
node,12738920397,18.3069628,58.9536986,,,drinking_water,,11.04730426626406,≤50m
node,12759116768,18.308237,58.9620331,SAT Utö,,,information,11.417721383958481,≤50m
node,5005791361,18.3185622,58.9669921,,limited,toilets,,36.96667022901732,≤50m
node,5005793728,18.3194495,58.9680089,,no,toilets,,20.096457872329914,≤50m
node,1234107368,18.335161,58.9572505,Utö rundan No. 17,,,information,1.9463305438814413,≤50m
node,6724706158,18.3328074,58.959322,,,toilets,,11.645800910095087,≤50m
node,2451364883,18.3367229,58.9610969,,,,information,2.979501161788198,≤50m
node,2451364920,18.3367289,58.9610824,,,,picnic_site,5.310480740070565,≤50m
node,12838244063,18.3367027,58.9611395,SAT Utö,,,information,5.481063382274084,≤50m
node,424073481,18.3246867,58.9702108,Hamncafé,,cafe,,40.77859553782163,≤50m
node,5005120551,18.326226,58.9694806,Seglarbaren,,restaurant,,88.68920112834024,≤100m
node,5005120552,18.3244678,58.9702091,,no,toilets,,64.98566391567995,≤100m
node,5006428827,18.3247917,58.9702299,Vänthall,,toilets,,28.65147107921627,≤50m
node,12830388834,18.3272614,58.9699889,SAT Utö,,,information,17.53649015015051,≤50m
node,12880343679,18.3250948,58.9699223,SAT Utö,,,information,3.8704536703201775,≤50m
node,12915366457,18.3247749,58.9698803,Lilla Haket & Ninas Bod,,restaurant,,35.64573427450398,≤50m
node,13128085070,18.3248949,58.9699804,Utö grillkiosk,,restaurant,,24.295417003459686,≤50m
node,2451364941,18.3395867,58.9611425,,,toilets,,66.85014686506884,≤100m
node,1234107375,18.3385202,58.9719832,,,,information,20.09866660162779,≤50m
node,1415205380,18.3378874,58.9743628,Outpost of Utö Värdshus,,shelter,,147.69890558314398,≤200m
node,2451364932,18.3592557,58.9700234,,,,picnic_site,155.39685152637816,≤200m
node,2451364944,18.3586787,58.9699733,,,,information,93.34854344293835,≤100m
node,13050416339,18.3634318,58.9785128,,no,toilets,,3.5936611302987953,≤50m
node,12759068968,18.3695185,59.0501457,SAT Ornö,,,information,5.0076330043856965,≤50m
node,12759074801,18.3652357,59.0451623,SAT Ornö,,,information,7.9698889206451575,≤50m
node,7815304012,18.3780546,59.0631165,Gråberget,,,viewpoint,155.19825203004677,≤200m
node,12759068092,18.3923017,59.0590075,SAT Ornö,,,information,3.3966932949363153,≤50m
node,7997530880,18.3865883,59.0722851,,no,toilets,,8.309769379832023,≤50m
node,11079164849,18.3887171,59.0771252,,,drinking_water,,84.8147935111436,≤100m
node,12759062051,18.3911953,59.0764208,SAT Ornö,,,information,3.9462931118700992,≤50m
node,6089481566,18.3931311,59.0787451,Telegrafberget,,,viewpoint,19.682282624659397,≤50m
node,5031029738,18.4267708,59.0593009,Bergbrottet,,,attraction,138.73995563514254,≤200m
node,12759068970,18.4249339,59.0594342,SAT Ornö,,,information,3.4157219063773487,≤50m
node,2295166431,18.4297727,59.0512517,Ornö museum,,,museum,25.872176204541617,≤50m
node,2295166432,18.4316491,59.0517625,Ornö krog,,restaurant,,68.55917488489902,≤100m
node,2363203164,18.4322964,59.0518994,Gittans café,,cafe,,13.485949819643642,≤50m
node,5013691335,18.4300616,59.0523362,,no,drinking_water,,95.4049861304326,≤100m
node,12964017564,18.4297196,59.0513528,,,cafe,,18.236554252357053,≤50m
node,2363115302,18.4211336,59.087675,Hässelmara gårdscafé,,cafe,,23.547949935727416,≤50m
node,13118773884,18.4755828,59.0969969,Kärrbron,,,information,5.503617951271737,≤50m
node,12952012604,18.4703117,59.1063109,SAT Ornö,,,information,6.934073520988095,≤50m
node,12951972175,18.4836272,59.1120484,SAT Ornö,,,information,13.755316067411728,≤50m
way,1408810518,17.8649985,58.7441483,Landsorts museum,,,museum,40.150687741299905,≤50m
way,383557275,17.8668552,58.742548,Svedtiljas,limited,restaurant,,25.45698549024837,≤50m
way,290717945,17.8662946,58.7448096,Landsorts kapell,,place_of_worship,,28.0130993372004,≤50m
way,1423616381,17.8677747,58.7436606,,,shelter,,11.9305023701652,≤50m
way,694128677,17.8607521,58.7673019,Landsorts tältplats,,,camp_site,11.0418306785298,≤50m
way,186188154,18.1125484,58.8808303,Nåttarö krog,,restaurant,,149.72415861299484,≤200m
way,1089639090,18.1126803,58.8810006,,limited,toilets,,176.9600075343976,≤200m
way,322935651,18.1199857,58.8807908,,,toilets,,74.82245463004418,≤100m
way,322935663,18.1369827,58.8867808,toaletter Östemarsfladen,no,toilets,,22.062229774854334,≤50m
way,1418915972,18.1370408,58.8868794,toaletter Östemarsfladen,no,toilets,,21.995740138265635,≤50m
way,1423399408,18.1751947,58.9198582,,yes,toilets,,17.20524686210059,≤50m
way,496349657,18.317931,58.9670989,Utö Camping,,,camp_site,102.59330427647741,≤200m
way,229110259,18.3230728,58.9692965,Utö terassbar,,bar,,29.363682785206123,≤50m
way,229110262,18.3226569,58.9691875,Nya Dannekrogen,,restaurant,,26.293163420765467,≤50m
way,496350862,18.3249175,58.96997,,,,information,22.094225274970594,≤50m
way,1395293068,18.3274586,58.9703329,,,restaurant,,91.98604276627242,≤100m
way,227701074,18.429774,59.0512569,Ornö Museum,,,museum,25.926764266683406,≤50m
way,1376426246,18.4305376,59.050753,,,shelter,,39.017230332378055,≤50m
way,220390584,18.4308372,59.0524805,Ornö kyrka,,place_of_worship,,179.87293758540912,≤200m
node,2225378750,18.5199205,59.0498483,,no,toilets,,19.78346020601607,≤50m
node,11080859473,18.5226354,59.0489482,,limited,toilets,,100.26155811651734,≤200m
node,4958553279,18.7079436,59.1999134,,no,drinking_water,,29.027193170484626,≤50m
node,9011995676,18.7367793,59.1972454,,no,toilets,,17.704783350354894,≤50m
node,2495934893,18.9170226,59.2879099,,yes,toilets,,15.220993724764941,≤50m
way,495386320,18.7358453,59.2789936,Runmarö lanthantel,yes,,,47.52028448326449,≤50m
way,495386321,18.7317928,59.2799621,,no,,,9.656572166856469,≤50m
way,1145185653,18.9242318,59.2739057,,no,toilets,,12.81528808515576,≤50m
way,1145185654,18.921221,59.2743634,,no,toilets,,12.723891142646531,≤50m
node,2550378583,18.5116261,59.0306645,,,toilets,,36.71488509942418,≤50m
node,2550378600,18.5199278,59.0319915,,,toilets,,22.288624189257472,≤50m
node,2550378999,18.5148886,59.0367565,Fjärdlång tältplats,,,camp_site,28.09253019314274,≤50m
node,2943477509,18.519132,59.0363804,,,toilets,,9.722105925495239,≤50m
node,2943477510,18.5191745,59.036403,,,drinking_water,,10.601581416846505,≤50m
node,4962580122,18.5174209,59.0366583,,,toilets,,159.94139768555235,≤200m
node,11084999217,18.5153119,59.037049,,,toilets,,28.757878746616964,≤50m
node,2225378750,18.5199205,59.0498483,,no,toilets,,19.78346020601607,≤50m
node,5003264198,18.5195192,59.048809,,,,information,3.446160792627034,≤50m
node,2550380413,18.522849,59.0470481,,,toilets,,75.95162571238924,≤100m
node,11080859473,18.5226354,59.0489482,,limited,toilets,,100.26155811651734,≤200m
node,7784414173,18.6886085,59.182155,,,drinking_water,,14.079546049866936,≤50m
node,12951960993,18.7163807,59.1938161,SAT Nämdö,,,information,4.140343657408999,≤50m
node,4958553279,18.7079436,59.1999134,,no,drinking_water,,29.027193170484626,≤50m
node,12813901080,18.7069477,59.2001453,"Långviks tältplats, Nämdö",,,camp_site,39.97929421574157,≤50m
node,12866149217,18.7325803,59.1963381,,,,information,4.793494172950462,≤50m
node,12951930010,18.7305847,59.1966658,SAT Nämdö,,,information,7.305287903845477,≤50m
node,9011922103,18.7377828,59.1967787,Själuddens tältplats,,,camp_site,153.34417911223593,≤200m
node,9011995676,18.7367793,59.1972454,,no,toilets,,17.704783350354894,≤50m
node,2208326930,18.7431385,59.2758802,Svängen,,restaurant,,39.25679136730904,≤50m
node,12759045298,18.7605692,59.2785125,SAT Runmarö,,,information,76.47555535922329,≤100m
node,12759112391,18.771822,59.2960596,SAT Runmarö,,,information,3.84535958368923,≤50m
node,8980934258,18.9224911,59.2857467,,,,viewpoint,87.01714537922147,≤100m
node,10657352922,18.9219268,59.2858695,,,,information,22.909764168538576,≤50m
node,5734098673,18.9056252,59.2891169,,,toilets,,91.8828411163331,≤100m
node,7056202355,18.9103102,59.2896424,,,,viewpoint,57.122675003304295,≤100m
node,794630735,18.9141812,59.2897678,Sandhamns bageri,,cafe,,25.303276262593737,≤50m
node,794630742,18.9143792,59.2885549,Dykarbaren,,bar,,13.240963141276648,≤50m
node,794630763,18.9146817,59.2893885,Sandhamns värdshus,,restaurant,,38.22183191566416,≤50m
node,794630768,18.9143148,59.2894963,Sandhamns värdshus,,restaurant,,7.942716148414654,≤50m
node,864356451,18.9188518,59.287969,Sandhamns Hotell,,bar,,38.21085117382222,≤50m
node,864623405,18.9139905,59.2891297,Strindbergsgården,,cafe,,16.33715305026779,≤50m
node,2495934893,18.9170226,59.2879099,,yes,toilets,,15.220993724764941,≤50m
node,3053781979,18.9141727,59.2893019,Ankaret Café,,cafe,,9.258959169382821,≤50m
node,10658261600,18.9186956,59.2880007,Sandhamns Hotell,,restaurant,,41.49738138692947,≤50m
node,12838440697,18.9187379,59.2880258,SAT Sandhamn,,,information,47.800613845200935,≤50m
way,1416467437,18.5129033,59.0365223,,,toilets,,181.0944817516523,≤200m
way,832213123,18.6886533,59.1820903,Gamla skolan,,cafe,museum,21.870520446554274,≤50m
way,506100183,18.694597,59.1843234,Nämdö kyrka,,place_of_worship,,48.46897415895074,≤50m
way,834034407,18.6927887,59.1824249,,,shelter,,48.07955993342174,≤50m
way,833809121,18.7155773,59.1930304,,,toilets,,14.505120169837015,≤50m
way,834018779,18.7317337,59.2799971,,,shelter,,8.364487867458502,≤50m
way,241040806,18.758334,59.2795758,Runmarö Kapell,,place_of_worship,,158.2873039043963,≤200m
way,1145185653,18.9242318,59.2739057,,no,toilets,,12.81528808515576,≤50m
way,1145185654,18.921221,59.2743634,,no,toilets,,12.723891142646531,≤50m
node,758463397,18.5530006,59.4072687,Södra Grinda,yes,ferry_terminal,,25.79313647818743,≤50m
node,4239095072,18.5485543,59.4090281,,no,,viewpoint,0.0,≤50m
node,13143762898,18.5485778,59.4090165,,no,bench,,3.644445083901885,≤50m
node,863394827,18.5549403,59.4079202,Linn,yes,toilets,,7.157744232542685,≤50m
node,2285331215,18.5550121,59.4077305,,yes,bbq,,49.09210555807953,≤50m
node,863394740,18.5593289,59.4175895,Hulda,limited,toilets,,15.496505076842109,≤50m
node,863394751,18.5587252,59.4174664,,limited,toilets,,7.207037696432567,≤50m
node,863394993,18.556524,59.4141352,Gästhamn,yes,,,26.728058509043997,≤50m
node,863423239,18.5579106,59.4118287,Misse,yes,toilets,,8.85418298650225,≤50m
node,2285332799,18.5575935,59.4172239,,limited,toilets,,6.852664758141538,≤50m
node,4428110501,18.5587582,59.4135137,Grinda Wärdshus,limited,restaurant,,56.302086870150454,≤100m
node,8880718355,18.5563696,59.4143714,,yes,water_point,,21.41459327524687,≤50m
node,13097085019,18.5575315,59.4118515,"Grillplats vid badstrand, Grinda",limited,,,49.80987127383758,≤50m
node,13098060270,18.5571621,59.4124926,Cissi,no,toilets,,38.592888089111824,≤50m
node,13098083627,18.5586545,59.4136466,,yes,toilets,,25.030096748141265,≤50m
node,13107588524,18.5596968,59.4130679,,no,toilets,,194.66260618804952,≤200m
node,13144156054,18.5542546,59.4155939,,yes,toilets,,12.608220432331942,≤50m
node,863423228,18.5645856,59.4069579,Elsa,no,toilets,,12.503465447576028,≤50m
node,863423311,18.5598906,59.4076043,Sara,yes,toilets,,19.245333130636343,≤50m
node,13098115083,18.5618025,59.40697,,no,toilets,,78.99393132745567,≤100m
node,13100103357,18.5598672,59.4075898,,limited,drinking_water,,15.177813353526897,≤50m
node,13100147504,18.5617991,59.4069476,,no,drinking_water,,83.72482088780076,≤100m
node,863394672,18.5748343,59.4063316,,no,bbq,,31.01561129969245,≤50m
node,863394760,18.5792942,59.4051491,,no,,viewpoint,0.0,≤50m
node,2285332792,18.575362,59.4062234,,no,toilets,,21.211382857761738,≤50m
node,2285332795,18.574978,59.4059354,,no,,picnic_site,91.70068023191666,≤100m
node,6310893081,18.5747908,59.4063318,,no,shelter,,35.34994962113977,≤50m
node,11145662492,18.5753113,59.4062229,,no,waste_basket,,22.48907955196103,≤50m
node,13144859129,18.5749249,59.4060453,,no,bbq,,69.92857349294215,≤100m
node,4964700616,18.7539542,59.4664176,,no,toilets,,101.60960095615663,≤200m
node,13064822373,18.754212,59.4663125,Ingmarsö Gästhamn Dricksvatten,no,drinking_water,,133.71159277230828,≤200m
node,13063312449,18.7607388,59.4692582,,no,toilets,,45.49071507387874,≤50m
node,13063317163,18.757257,59.4672672,,no,toilets,,42.455097715455665,≤50m
node,5856137513,18.7939819,59.4784857,,no,toilets,,44.705774814489764,≤50m
node,13065225866,18.8084516,59.4754826,Södra Paradisviken Toaletter,no,toilets,,109.6693445402423,≤200m
node,2908785465,18.804356,59.4805799,,no,toilets,,29.24053693106671,≤50m
node,12085564579,18.8051661,59.4795502,,no,toilets,,24.412116939259644,≤50m
